Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MoSinceBuild,MoSinceRemodel,HasBeenRemodelled,TotalPorchSF,TotalBaths,TotalAreaSF,totalUnfinishedSF,MasVnrArea_na
11,0,3,0.35704487851877204,0.06844542474623326,1,-1,3,3,0,4,0,19,2,2,0,2,-0.7948790556240252,-0.5170226069245809,-0.20752336230982055,-0.9622359836966538,3,1,6,6,2,-0.5705546376073152,3,4,1,3,3,3,4,1.013729904062434,5,-0.2885539602912867,-0.9804770546241263,-0.03972929225852532,1,0,1,4,-0.31720279830504633,-0.7948908642559706,-0.12020053776139607,-0.9048172178041787,1.1074304837085576,-0.2409783655768276,-1.025689205597396,-0.7613596469253383,0.16372299845778207,-0.21138105725304607,3,-0.9338097644365821,6,-0.9509005224342206,-1,5,-0.4374367492056594,2,-1.0265057902511514,-0.4161745652709444,4,4,2,-0.7519181986726792,-0.7042419465576079,-0.3592018222665479,-0.1162994367056103,-0.27011580075868397,-0.06866821876665889,-1,-1,-1,-0.08765777628369735,-1.5985633054597659,0.1387299438258047,8,4,129500,0.2014065245553153,0.9541996648801166,-0.9541333402424635,-1.1575001273750865,-0.2681650107693476,-0.5984629102781348,-0.9847307137184801,0
12,5,3,0.789766673735214,0.1409813212380793,1,-1,0,3,0,4,0,16,2,2,0,5,2.0973911530017117,-0.5170226069245809,1.1168525921097598,1.023677889702945,3,1,14,15,3,1.0119044259612464,0,4,2,0,3,3,2,1.2154408996296489,5,-0.2885539602912867,-0.8831626945543389,0.26799434919843973,1,0,1,4,0.050113559639502044,1.8212044593392773,-0.12020053776139607,1.538661245447161,1.1074304837085576,-0.2409783655768276,2.6046289523958124,-0.7613596469253383,1.389546474090405,-0.21138105725304607,0,2.7576042863145274,6,2.151478835675192,2,3,1.0830862050000873,0,1.6497414486179223,1.230186655749937,4,4,2,0.42090303870263,-0.3872896524842085,-0.3592018222665479,-0.1162994367056103,-0.27011580075868397,-0.06866821876665889,-1,-1,-1,-0.08765777628369735,0.2508047024413897,-1.3671861750264094,6,5,345000,-1.173396336866304,-1.1094535704545536,1.047353264289141,-0.08508734944283874,2.278312489869663,1.1244639928540878,-0.8882951094617348,0
13,0,3,-1.662323499157957,0.24557728247770258,1,-1,1,3,0,4,0,19,2,2,0,2,-0.7948790556240252,0.3816119241586198,-0.30685155889128907,-1.1075467549210145,3,1,6,10,2,-0.5705546376073152,3,4,1,3,3,3,0,0.6431955752487457,5,-0.2885539602912867,-0.8876889438599105,-0.33149689304735147,1,4,1,4,-0.6483048674381603,-0.7948908642559706,-0.12020053776139607,-1.1484038558853091,1.1074304837085576,-0.2409783655768276,-1.025689205597396,-0.7613596469253383,-1.0621004771748408,-0.21138105725304607,3,-1.549045439561767,6,-0.9509005224342206,-1,5,-0.5514759707710903,2,-1.0265057902511514,-0.5658437671819335,4,4,2,0.36505440835142483,-0.7042419465576079,-0.3592018222665479,-0.1162994367056103,2.88641501751188,-0.06866821876665889,-1,-1,-1,-0.08765777628369735,0.9905519056018519,0.1387299438258047,8,4,144000,0.3198765106096833,1.1278534596343062,-0.9541333402424635,0.8596572406403319,-0.2681650107693476,-0.9092939794831024,-0.892780486403909,0
14,0,3,0.9628553918217908,0.013542563865664718,1,-1,0,3,0,4,0,5,2,2,0,2,0.6512560486888432,-0.5170226069245809,1.1499619909702494,1.0721148134443985,1,1,12,13,3,1.122565898938069,2,4,2,2,3,0,5,-0.9726849001103559,5,-0.2885539602912867,2.097372473164496,0.9951339167893424,1,0,1,4,0.8571748531514675,-0.7948908642559706,-0.12020053776139607,-0.04084586086016915,-0.8196833496817808,-0.2409783655768276,0.789469873399208,-0.7613596469253383,0.16372299845778207,-0.21138105725304607,2,0.29666158581378765,6,0.6002891566204857,2,1,1.121099278855231,1,1.6497414486179223,1.716611561960652,4,4,2,0.5246219236405826,-0.20617405587083742,-0.3592018222665479,-0.1162994367056103,-0.27011580075868397,-0.06866821876665889,-1,-1,-1,-0.08765777628369735,0.6206783040216208,-0.6142281156003023,6,5,279500,-1.1706412209115513,-1.105415110111433,1.047353264289141,0.07449788536850764,-0.2681650107693476,0.5040160383082345,2.0653256069599766,0
15,0,3,-1.662323499157957,0.040392868091928165,1,-1,0,3,0,0,0,12,2,2,0,2,-0.07181150346759095,-0.5170226069245809,-0.3730703566122681,-1.204420602403922,3,1,8,8,1,0.6024569759470032,3,4,1,3,3,3,1,0.6344255319632146,5,-0.2885539602912867,-0.10691093864882614,0.44579023092913067,1,4,1,4,0.23377173861177622,-0.7948908642559706,-0.12020053776139607,-0.49947382787229755,1.1074304837085576,-0.2409783655768276,-1.025689205597396,1.227164654525456,-1.0621004771748408,-0.21138105725304607,3,-0.9338097644365821,6,0.6002891566204857,1,1,-0.6275021184813777,1,-1.0265057902511514,-0.5658437671819335,4,4,2,-0.7519181986726792,2.510559893329728,2.5204194378218108,-0.1162994367056103,-0.27011580075868397,-0.06866821876665889,-1,1,-1,-0.08765777628369735,-0.4889425007190725,0.1387299438258047,8,4,157000,0.37497882970473817,1.2086226664967197,-0.9541333402424635,1.3256461262894634,0.3684543643904051,-0.08122058417924347,-0.11905296387885937,0
16,3,4,-0.1910693954220544,-0.4405081031247306,1,-1,3,3,0,0,0,3,2,2,0,1,0.6512560486888432,2.178880986325021,-1.399461721287443,0.7814932709956769,1,1,13,14,2,-0.5705546376073152,3,4,0,3,3,3,5,-0.9726849001103559,5,-0.2885539602912867,0.5991839530203283,-0.5138516435403678,1,0,1,0,-0.7983354925141026,-0.7948908642559706,-0.12020053776139607,-1.2587790512658215,-0.8196833496817808,-0.2409783655768276,-1.025689205597396,-0.7613596469253383,-1.0621004771748408,-0.21138105725304607,3,-0.9338097644365821,6,-0.9509005224342206,-1,5,0.550903171028076,2,0.3116178291833854,0.4818406461949909,4,4,2,-0.3689561619787007,0.986170288500522,-0.3592018222665479,-0.1162994367056103,-0.27011580075868397,-0.06866821876665889,-1,0,-1,-0.08765777628369735,0.2508047024413897,-0.6142281156003023,8,4,132000,1.3723308053252317,-0.8186844257498642,1.047353264289141,-0.1361546245824696,-1.5414037610888531,-1.0768513527264052,0.580665839100316,0
17,0,3,-1.662323499157957,0.07255312054204222,1,-1,0,3,0,1,0,12,2,2,0,2,-0.07181150346759095,1.2802464552418205,-0.04197636800737298,-0.7200513649893856,1,1,13,14,1,0.4253986191840873,3,4,1,3,3,3,0,0.2945863546488853,5,-0.2885539602912867,-0.3196446560106868,-0.12178892998038268,1,0,1,4,-0.41032525524873464,-0.7948908642559706,-0.12020053776139607,-0.9733259597644967,1.1074304837085576,-0.2409783655768276,-1.025689205597396,-0.7613596469253383,-1.0621004771748408,-0.21138105725304607,3,-0.9338097644365821,6,0.6002891566204857,4,1,-0.24737137992994102,0,0.3116178291833854,0.032833040462023275,4,4,2,-0.7519181986726792,-0.7042419465576079,-0.3592018222665479,-0.1162994367056103,-0.27011580075868397,-0.06866821876665889,-1,-1,2,1.3232825859857877,-1.2286897038795348,1.6446460626780188,8,4,149000,0.10497746613896924,0.8128535528708927,-0.9541333402424635,-1.1575001273750865,-0.2681650107693476,-0.6858841484920319,-0.3298656801610468,0
18,10,3,0.4147411178809643,0.02746865449048046,1,-1,3,3,0,4,0,19,2,2,2,2,-1.5179466077804593,-0.5170226069245809,-0.14130456458884152,-0.8653621362137465,1,1,8,8,2,-0.5705546376073152,3,4,3,-1,-1,-1,-1,-0.9726849001103559,-1,-0.2885539602912867,-1.2837357580974171,-2.4103410486677377,1,4,1,4,0.3450013399611817,-0.7948908642559706,-0.12020053776139607,-0.4176439416419178,-0.8196833496817808,-0.2409783655768276,0.789469873399208,-0.7613596469253383,-1.0621004771748408,4.327094583768245,3,-0.31857408931139725,6,-0.9509005224342206,-1,4,-0.361410601495372,2,0.3116178291833854,0.20121089261188613,4,4,2,-0.7519181986726792,-0.7042419465576079,-0.3592018222665479,-0.1162994367056103,-0.27011580075868397,-0.06866821876665889,-1,-1,2,0.9201567681945063,1.360425507182083,-1.3671861750264094,8,4,90000,0.09120188636520553,0.7926612511552892,-0.9541333402424635,-1.1575001273750865,-0.2681650107693476,-1.5503830597183481,-1.2852509688441516,0
19,0,3,0.24165239979438755,0.31841374207655904,1,-1,3,3,0,4,0,20,5,2,0,2,-0.7948790556240252,-0.5170226069245809,1.0837431932492705,0.9268040422200378,1,1,12,13,2,-0.5705546376073152,3,4,2,3,3,3,2,0.44367709050291365,5,-0.2885539602912867,-0.22459342059368523,0.1289488519475148,1,0,1,4,-0.12578441458746478,-0.7948908642559706,-0.12020053776139607,-0.7639936926635251,1.1074304837085576,-0.2409783655768276,-1.025689205597396,1.227164654525456,0.16372299845778207,-0.21138105725304607,2,-0.31857408931139725,6,-0.9509005224342206,-1,5,1.0450731311449437,2,0.3116178291833854,0.4818406461949909,4,4,2,-0.7519181986726792,0.8352406246560461,-0.3592018222665479,-0.1162994367056103,-0.27011580075868397,-0.06866821876665889,-1,-1,-1,-0.08765777628369735,-0.11906889913884142,0.1387299438258047,8,4,159000,-1.076967278449958,-0.9196459343278813,-0.9541333402424635,-0.5063923693447933,0.3684543643904051,-0.41876369839401295,-0.2356727643753886,0
20,0,3,0.35704487851877204,-0.29623781175973296,1,-1,3,3,0,4,0,12,2,2,0,2,-0.7948790556240252,0.3816119241586198,-0.4392891543332471,-0.9622359836966538,3,1,3,10,2,-0.5705546376073152,3,4,1,3,3,3,3,0.13234055386656027,5,-0.2885539602912867,-0.09559531538489738,-0.06480307045131507,1,4,1,4,0.45623094131058717,-0.7948908642559706,-0.12020053776139607,-0.335814055411538,-0.8196833496817808,-0.2409783655768276,-1.025689205597396,-0.7613596469253383,0.16372299845778207,-0.21138105725304607,3,-0.31857408931139725,2,-0.9509005224342206,-1,1,-0.7035282661916651,2,-1.0265057902511514,-0.8371191956456016,4,4,2,-0.7519181986726792,-0.7042419465576079,-0.3592018222665479,-0.1162994367056103,-0.27011580075868397,-0.06866821876665889,-1,2,-1,-0.08765777628369735,-0.4889425007190725,0.8916880032519118,0,0,139000,0.474163004075837,1.014776570026927,1.047353264289141,-1.1575001273750865,-1.5414037610888531,-0.2487779574225463,-0.10783952152342387,0
21,5,3,1.251336588632752,0.37051134729169705,1,-1,0,3,0,0,0,16,2,2,0,5,1.3743236008452775,-0.5170226069245809,1.1168525921097598,1.023677889702945,1,1,12,13,1,1.5320133489523122,2,4,2,0,3,0,5,-0.9726849001103559,5,-0.2885539602912867,1.3369625898284834,0.22924396471867378,1,0,1,4,-0.011968078322956833,1.99530537404439,-0.12020053776139607,1.6376183171676204,-0.8196833496817808,-0.2409783655768276,2.6046289523958124,1.227164654525456,1.389546474090405,-0.21138105725304607,2,1.5271329360641575,6,0.6002891566204857,2,3,1.0830862050000873,1,1.6497414486179223,1.7774146752369913,4,4,2,1.1628919847972135,1.6200748766473205,-0.3592018222665479,-0.1162994367056103,-0.27011580075868397,-0.06866821876665889,-1,-1,-1,-0.08765777628369735,1.730299108762314,-1.3671861750264094,6,5,325300,-1.162375873047293,-1.0932997290820707,1.047353264289141,1.3575631732517326,1.6416931147099105,1.1669604280969543,1.3117822806747106,0
22,3,4,-0.017980677335477622,-0.3073586467191182,1,0,3,0,0,4,0,9,2,2,0,1,0.6512560486888432,1.2802464552418205,-1.3663523224269534,-1.6887898398184582,1,1,13,14,2,-0.5705546376073152,3,4,2,3,3,3,5,-0.9726849001103559,5,-0.2885539602912867,0.1578746457271068,-0.9583413478670951,1,0,1,1,-0.14130482407807948,-0.7948908642559706,-0.12020053776139607,-0.7754118163235781,-0.8196833496817808,-0.2409783655768276,-1.025689205597396,-0.7613596469253383,0.16372299845778207,-0.21138105725304607,2,-0.31857408931139725,6,0.6002891566204857,2,1,-1.7678943341356876,2,-1.0265057902511514,-0.9025994714816593,4,4,0,-0.7519181986726792,-0.7042419465576079,2.9949024863590967,-0.1162994367056103,-0.27011580075868397,-0.06866821876665889,-1,0,-1,-0.08765777628369735,-0.11906889913884142,-0.6142281156003023,8,4,139400,1.336514297913446,1.6488148438968744,1.047353264289141,0.15109879807795393,-1.5414037610888531,-1.005214504745573,0.14334158723833137,0
23,0,3,0.5012854769242527,-0.07762824526082684,1,-1,3,3,0,4,0,5,2,2,0,2,1.3743236008452775,-0.5170226069245809,1.0175243955282913,0.8299301947371305,3,1,12,13,1,0.9842390577170409,2,4,2,2,3,3,5,-0.9726849001103559,5,-0.2885539602912867,2.7378367499028635,1.6402138466583878,1,0,1,4,1.6357820625973059,-0.7948908642559706,-0.12020053776139607,0.5319633427524891,-0.8196833496817808,-0.2409783655768276,0.789469873399208,-0.7613596469253383,0.16372299845778207,-0.21138105725304607,2,0.29666158581378765,6,0.6002891566204857,2,1,0.9690469834346563,1,0.3116178291833854,0.2853998186868176,4,4,2,0.6123840570496193,1.6955397085695585,-0.3592018222665479,-0.1162994367056103,-0.27011580075868397,-0.06866821876665889,-1,-1,-1,-0.08765777628369735,0.9905519056018519,0.1387299438258047,8,4,230000,-1.002579147671634,-0.8106075050636229,-0.9541333402424635,0.9490249721346858,-0.2681650107693476,1.2130994149320669,2.7000064442776255,0
24,11,4,-0.3930062331897273,-0.6304639867553108,1,-1,3,3,0,4,0,10,2,2,4,2,-0.7948790556240252,1.2802464552418205,0.1566800251555641,-0.4294298225406638,1,1,5,5,2,-0.5705546376073152,3,4,2,2,3,3,2,0.869024189851171,5,-0.2885539602912867,-0.8311108275402667,-0.03972929225852532,1,4,1,4,-0.26546810000299725,-0.7948908642559706,-0.12020053776139607,-0.866756805604002,1.1074304837085576,-0.2409783655768276,-1.025689205597396,-0.7613596469253383,0.16372299845778207,-0.21138105725304607,3,-0.31857408931139725,6,0.6002891566204857,4,1,-0.019292936799079022,2,0.3116178291833854,0.46313199595611726,4,4,2,0.04591937777310937,0.9559843557316268,-0.3592018222665479,-0.1162994367056103,-0.27011580075868397,-0.06866821876665889,-1,-1,-1,-0.08765777628369735,-0.11906889913884142,-0.6142281156003023,8,4,129900,-0.18430970911006891,0.3888152168432207,-0.9541333402424635,0.1830158450402232,-0.2681650107693476,-0.5741792329964968,-0.8367132746267315,0
25,0,3,-1.662323499157957,-0.2275090479566855,1,-1,0,3,0,4,0,19,2,2,0,2,-0.7948790556240252,2.178880986325021,-0.108195165728352,0.7814932709956769,1,1,9,10,2,-0.5705546376073152,3,2,1,3,3,2,4,-0.5604928656903951,0,3.8523027889639754,-0.8220583289291237,0.005859395364728764,1,0,1,4,-0.26546810000299725,-0.7948908642559706,-0.12020053776139607,-0.866756805604002,1.1074304837085576,-0.2409783655768276,-1.025689205597396,-0.7613596469253383,0.16372299845778207,-0.21138105725304607,2,-0.31857408931139725,6,0.6002891566204857,4,1,-0.3233975276402284,2,-1.0265057902511514,-0.9493710970788434,4,4,2,2.4873023616972225,0.654125028042675,-0.3592018222665479,-0.1162994367056103,-0.27011580075868397,-0.06866821876665889,-1,2,-1,-0.08765777628369735,-0.4889425007190725,1.6446460626780188,8,4,154000,0.1766104809625406,-0.681376774083761,1.047353264289141,2.008670931282026,-0.2681650107693476,-0.5498955557148586,-0.8277425207423831,0
